gene,I0712,I0805,I0812,I0713,I0800,I0844,I0782,I0820,I0840,I0744,I0767,I0871,I0731,I0739,I0790,I0832,I0876,I0887,I0752,I0758,I0819,I0748,I0777,I0822
GNB1,13.88962307,13.65127944,13.85937124,13.90068107,13.89719371,13.73682144,13.23826526,13.07787089,13.21587106,13.90634559,13.74289228,13.94368289,13.93427853,13.9309342,13.72891004,13.86142718,13.86023874,13.74264409,13.71973928,13.8868585,13.92283262,13.90709667,13.86847653,13.72145438
NRDC,12.88511016,12.88391945,12.85004906,12.74329598,12.80572589,12.66180312,12.25105373,12.09392035,12.13804728,12.78141224,12.66765108,12.66201592,12.82394762,12.66717607,12.69368973,12.72862592,12.68747199,12.67306121,12.6939458,12.77465025,12.73204522,12.71059252,12.78388783,12.62006476
SDF4,12.86117181,12.68900303,12.97532441,13.03533749,12.83845205,12.8877017,11.64772646,11.79709553,11.82836226,12.9013879,12.78386547,13.04458094,12.92113848,13.36605428,12.81108033,12.87913529,13.02406432,12.91077424,12.73607835,12.91313359,13.00799598,12.87995988,12.85817822,12.84690427
MKNK1,9.721868402,9.937270435,9.463451365,9.401987696,9.492761553,9.603751769,10.67741503,10.59995326,10.48367039,9.451858616,9.617738088,9.426842183,9.706884771,9.625442074,9.700266328,9.626840368,9.570714006,9.703796685,9.587756831,9.445227673,9.595609534,9.37243501,9.545430197,9.688256702
CDC14A,8.467327692,9.20615478,8.492605716,8.435744576,8.285960921,8.864626824,10.86971851,11.19115285,10.83155511,8.428550404,8.780893381,8.258802671,8.34397101,8.129450441,9.000495716,8.555915734,8.621344246,9.059933775,9.162709687,8.502617139,8.473129759,8.401705623,8.3348037,8.847465386
PGM1,9.683264546,9.44929969,9.489388013,9.582307904,9.684347847,9.474341114,9.17897292,9.064359871,9.346383035,9.650937316,9.494326735,9.54191231,9.756586797,9.814878396,9.517156004,9.8646763,9.75086766,9.605609833,9.538355459,9.678506516,9.774568462,9.710689357,9.800294023,9.424244015
CROCCP3,6.160147844,6.530480653,5.856876204,6.104026284,6.343458842,6.280851188,9.622363128,9.398266505,9.457255624,6.342947735,6.502701081,6.298666561,6.264015469,6.108779898,6.680316955,6.042483916,6.052157426,6.308303842,6.622274011,6.165726539,6.467492718,5.831039618,6.172905027,6.904985986
RSBN1,10.80589267,10.95298412,10.84798519,10.71581747,10.90485385,10.94837214,11.40116854,11.55428312,11.54177171,10.89551501,11.05708976,10.84723131,10.64970533,10.32511356,10.9959212,10.7379771,10.80030726,10.87217996,10.97741038,10.93093077,10.69141734,10.93233456,10.91191978,10.92661105
MAGI3,6.788313754,6.748719135,6.884415423,6.946863468,7.261922299,6.850236358,8.939731964,8.33064742,8.655501389,6.896856486,6.619220357,6.843130021,6.916371711,6.565664041,6.852169008,7.221093117,6.869463966,6.566455978,6.705482901,7.145383684,7.041857815,7.026118564,7.267682228,6.876311927
PTPRC,14.76673196,14.92675815,14.78499587,14.67057987,14.60496482,14.66678105,15.68430551,15.55817357,15.50179814,14.57655621,14.72001402,14.72273102,14.57898294,14.49956522,14.64708303,14.62887539,14.71828622,14.64286662,14.80095974,14.7423081,14.53939759,14.93655757,14.90026229,14.84818039
JMJD4,9.651953271,9.226129933,9.420957743,9.380486748,9.603095879,9.318520591,7.846543924,8.124337447,8.197578016,9.554829123,9.321642479,9.502573548,9.574579158,9.699618108,9.313696214,9.553975307,9.531817339,9.402119672,9.293332518,9.399497517,9.665613016,9.478200299,9.599043829,9.389154166
DUSP12,10.23914849,10.12096285,10.31869637,10.33994218,10.22897174,10.07069573,9.406551793,9.209935556,9.299532819,10.28814457,10.15363401,10.28273959,10.27651552,10.36833381,10.11141484,10.2372783,10.27273669,10.03801237,9.996947556,10.32377006,10.25227268,10.37208983,10.25658505,10.06535812
HSPB11,9.086004048,9.119813244,9.105922071,9.182374813,9.312816881,9.149987326,9.520072104,9.485029147,9.486071196,8.940587284,9.046708609,8.831882165,9.182993507,8.63002332,9.342814563,9.229416157,9.067897089,9.109444994,9.160604787,9.013347105,9.156168784,9.033249616,9.2145057,9.037509489
IL12RB2,13.55821434,13.32257755,13.55459717,12.73965431,12.57351205,12.42028208,6.555976891,5.860923509,7.06391889,11.59242843,11.55085589,12.10057456,12.1748291,12.15084585,12.06349188,12.12619206,12.12439214,12.0413307,11.89025638,12.23498185,11.83617865,13.20775497,13.08972269,13.13672035
TRAF5,9.715505734,9.777246125,9.93667357,9.760843414,9.587338216,9.587911786,11.77814114,11.75787136,11.65522323,9.960726765,9.899586655,10.09051208,9.934470883,9.903023357,9.882696743,9.928520241,10.01337867,9.872617091,9.945305633,10.11208585,9.861027618,9.8092746,9.748875873,9.561155665
PLOD1,8.30306091,8.117512321,8.289113816,8.775300829,8.852723383,8.663403457,6.685765397,7.360097892,6.808052695,8.652490117,8.423074637,8.887914001,8.858195393,9.05965045,8.412484352,8.580582322,8.811971128,8.618110447,8.366196682,8.729012635,8.783676451,8.68821871,8.674964485,8.493447792
SMAP2,12.91179182,13.25693844,13.13151413,13.4368424,13.08092428,13.40032848,12.69196167,12.70319379,12.70866339,13.04848136,13.33449853,13.299819,13.17269218,13.53721948,13.40712142,13.1309082,13.31247634,13.44396901,13.40184651,13.33892773,13.19233767,13.40451873,13.17117138,13.48375444
PPIE,10.92923973,10.92270299,10.80215734,10.86613356,10.90131784,10.89235781,10.14156318,11.03989877,10.76805479,10.83678486,10.86329579,10.72523047,10.88717393,10.89576854,10.95744114,10.87639945,10.76195703,10.97518835,10.9231902,10.73082456,10.86975286,10.71876948,10.85530568,11.04728082
ZMPSTE24,12.48060389,12.08036187,12.50353001,12.30280568,12.60080202,12.11905435,9.394519989,9.673027357,9.50120736,12.50425901,12.17706525,12.36193286,12.2685462,11.69865679,12.06723537,12.46499061,12.42628808,12.00290968,12.09920765,12.55369426,12.43379502,12.50533779,12.53273688,12.13513816
EIF3I,13.51226719,13.19789602,13.54797912,13.714136,13.61193165,13.44025921,11.24049425,11.23225081,11.29760118,13.57528106,13.35763101,13.62052692,13.68906842,13.87957911,13.44717639,13.63753002,13.6426113,13.46538691,13.42515835,13.55084105,13.66023619,13.5938302,13.59753375,13.39162117
TXLNA,12.64468101,12.60377524,12.69791396,12.58589319,12.44023486,12.53595436,11.06291818,11.18119261,11.19137448,12.35838994,12.46328007,12.5049085,12.51000918,12.78640269,12.43052074,12.39167169,12.51683766,12.48134851,12.40328236,12.44721751,12.43911387,12.62994734,12.48074402,12.64789917
WDR47,9.865279024,9.379668364,9.701737912,9.828809799,9.927632058,9.493901334,9.251283765,9.011377518,9.172923731,9.75408399,9.496021049,9.805425933,9.610500766,9.519626847,9.401323881,9.663862801,9.599213401,9.270464886,9.35905762,9.883421613,9.600085687,9.771813314,9.814431215,9.503727728
OVGP1,7.242294619,7.772866806,7.290612148,7.422818272,7.313915039,7.302490241,8.635351931,8.940716861,9.085242686,7.410370101,7.555691012,7.459167326,7.579521966,7.332906984,7.480194619,7.54733143,7.388003629,7.585626705,7.534616922,7.319185197,7.431617021,7.333562029,7.533825779,7.702389788
SLC25A24,7.899263215,7.894352416,7.254768193,6.613202714,8.14476687,7.508848189,8.431753402,8.215646933,9.228550577,8.114737652,7.489193508,6.975447702,7.760944079,6.249922976,7.395381784,8.262659162,6.869463966,7.34962854,7.579424784,7.208623469,8.205808719,6.914194747,8.002984119,7.644050603
EPS15,11.18550223,11.51973512,11.21661195,11.36921211,11.44327863,11.55791783,11.51112241,11.52675479,11.40310214,11.28065155,11.63399733,11.2777861,11.2733433,11.05935123,11.56250907,11.33176494,11.29940928,11.53858651,11.62499077,11.46864692,11.28904416,11.49329511,11.40360408,11.51313765
ORC1,10.02430959,9.209503237,9.429021221,9.582307904,9.994208621,9.318520591,7.02595867,7.033905682,7.143249024,9.929129091,9.28290966,9.692844327,9.983562575,9.401654366,8.93644445,9.930120684,9.276393308,8.87508265,8.754595608,9.328063899,9.748595369,9.141145862,9.705705724,8.905379447
POMGNT1,10.85953675,10.73679678,10.7875977,11.04822692,11.01431445,10.9624812,10.189106,10.3749316,10.35835792,11.02131824,10.89317719,11.07012639,11.15844184,11.30713682,10.94189301,11.09761322,10.98172363,10.94064998,10.83156575,10.93961081,11.13176522,10.91921523,10.94156346,10.94743668
RAD54L,8.122475685,7.319154414,7.759920514,7.959544333,8.264101824,7.68934957,6.518455333,6.595827766,6.526705794,8.132603897,7.606766756,7.995313559,8.134360712,7.447264039,7.426802715,8.043595847,7.637390447,7.331197204,7.255762183,7.620969398,7.801723289,7.73795937,8.00846019,7.310658776
MAST2,10.1687024,9.873264358,10.31580013,10.34196616,10.13213405,10.03775838,8.884269564,8.701533998,8.607352395,10.14695011,9.904698107,10.4950587,10.1864518,10.73769777,9.839570774,10.23079971,10.3585956,9.948643661,9.956268431,10.27289677,10.23654621,10.46710211,10.18221831,10.02673929
ALG6,9.780954039,9.714997057,9.569384251,9.519313707,9.94009298,9.712103075,9.603074528,9.778968855,9.594137654,9.812053925,9.888019242,9.498580025,9.711617756,8.771386298,9.835186417,9.84275132,9.647771529,9.812431608,9.813525116,9.713187773,9.861027618,9.670541503,9.820670217,9.746851052
SLC9A1,10.28713457,10.26791546,10.29829949,10.24795332,10.17610741,10.27528673,9.613492731,9.9005038,9.80551602,10.11135373,10.12873118,10.26991055,10.14739408,10.43545535,10.05848476,10.14105719,10.15768738,10.1722126,10.0938935,10.20140881,10.1897969,10.06056109,10.04240573,10.34585024
RGS1,11.89129362,12.53036642,11.04797251,10.04301344,11.05943247,11.4387121,7.861605948,9.204700714,9.407912561,11.02610529,11.496455,9.431039007,10.78907957,9.627060655,12.00711657,10.88550199,10.00275081,11.76659476,11.97893486,10.30735481,11.24542118,10.23587195,10.8346457,11.64435037
NUDC,13.43244077,13.0236276,13.58272892,13.53465205,13.38123154,13.12022269,10.52650328,10.66524517,10.60510556,13.36619766,13.09168128,13.54557416,13.45768117,13.873285,13.07443513,13.4137274,13.52514174,13.12068493,13.0440546,13.42275474,13.44618349,13.48173221,13.36305421,13.08440424
MUL1,10.08849721,10.09404121,10.17586694,10.38087658,10.21878001,10.28654617,9.156757055,9.199446808,9.207941037,10.07946973,10.13418152,10.2307244,10.24421387,10.52932473,10.18101742,10.24629973,10.18458099,10.25521051,10.21243076,10.19696021,10.20015354,10.25688206,10.20743556,10.20305958
PABPC4,13.97624946,13.9046797,14.1937452,14.27044016,13.97140951,14.05061896,13.03085885,12.98397617,12.80862659,14.07044402,14.06346425,14.32558304,14.07797367,14.37872986,14.04873587,14.03461118,14.26828399,14.04966487,14.01632161,14.2052052,14.07055684,14.2604382,14.04329753,14.04573256
USP48,11.46123914,11.50072838,11.52006057,11.72879056,11.65797322,11.52858256,11.98055772,11.86337569,11.7968911,11.47085322,11.54268194,11.59217759,11.50000147,11.37998007,11.58444384,11.42551994,11.60598828,11.47966246,11.58552493,11.67745083,11.44522634,11.58212794,11.47456344,11.45008182
PHGDH,11.07055129,11.55898363,11.86182537,12.0157564,11.09205835,11.80449411,7.851582091,7.010096677,8.238797648,11.27312051,11.83646772,12.05541366,11.34667807,12.33987065,11.76008196,11.28061843,12.01273918,11.87514566,11.64883815,11.89320086,11.37904815,11.9237029,11.27490315,11.78017989
AGO1,11.91300461,11.67676332,11.69575808,11.89653954,12.06939115,11.85310895,11.35800678,11.38642675,11.33028125,12.05009829,11.84080767,11.97469985,12.07337338,11.93228481,11.69099621,12.02123395,11.91504619,11.71599239,11.81930958,11.93887334,11.99968006,11.92829397,11.99289747,11.77484936
GPATCH2,9.162840911,9.337441933,9.300136777,9.143449025,9.569625445,9.332168057,8.79816627,8.605495613,8.471779092,9.255906705,9.247138128,9.092524398,9.192053524,9.145726034,9.387416676,9.334671166,9.325549642,9.201108924,9.391727987,9.381967959,9.19515364,9.412308905,9.337081211,9.292086256
SUCO,10.94155897,10.77232578,11.02421671,10.99326897,11.13363914,10.77534913,11.03716831,11.08973426,11.00550607,10.97626845,10.83412254,10.97128816,10.72887765,10.43175574,10.68356315,10.88550199,11.06496314,10.6485318,10.84604614,11.15674277,10.76202569,11.0018107,11.08128027,10.72929217
ACOT7,10.80738926,10.37467538,10.77077618,10.89192026,10.91189998,10.83120003,7.248536404,7.211430445,7.272374166,10.90008566,10.67196206,10.87522277,11.00045285,11.10594457,10.66391948,10.9981251,10.75564088,10.77750519,10.55375684,10.67992961,11.03424948,10.67338971,10.87941452,10.73828326
SH3GLB1,11.82560642,11.83634574,11.68289054,11.56126141,11.81242569,11.57810328,11.43512734,11.39736638,11.3894393,11.74829925,11.59934442,11.58041777,11.62024274,11.25888565,11.62818256,11.67067366,11.57344023,11.60434111,11.68955419,11.69490837,11.74210809,11.58835746,11.75668146,11.52703974
CDC7,9.007450169,8.973869176,8.679949126,8.947353015,9.254145396,9.321260432,9.07511505,9.339773077,9.19868588,9.158988921,9.19176073,8.681471684,9.125041726,8.480469658,9.215910268,9.067248484,8.671413853,9.112146424,9.028336451,8.913850398,9.002345594,8.73987286,9.10885726,9.233941905
SYDE2,7.904866415,7.935374784,7.980785517,8.04153627,8.014663548,7.864860375,8.79816627,8.354479152,8.339078698,8.105720868,7.805676518,8.300687808,7.954385599,7.902356078,7.524437262,7.977026737,7.971208001,7.480833168,7.694465803,8.13045326,7.809474936,8.263205342,8.134011717,7.565400475
DVL1,11.46787883,11.12597417,11.54562598,11.61330058,11.49533775,11.41774381,10.5653535,10.56361115,10.68266914,11.61802013,11.35097288,11.74874033,11.58327525,11.96560912,11.19610272,11.61255631,11.61764421,11.41440365,11.13473116,11.514952,11.72786222,11.56411945,11.56653009,11.4765913
BCL9,11.12317503,10.95298412,11.3119879,11.64888766,11.40233793,11.23730482,10.28439964,10.1926012,10.32578347,11.84425751,11.49730116,12.16246193,11.55940664,11.94661472,11.12724168,11.57673224,11.7954493,11.27671125,11.29299893,11.74718965,11.61351854,11.41881357,11.26864158,11.0343608
DHCR24,12.74765937,12.01393016,12.11354262,12.20833793,12.59643518,12.06654409,9.356038956,9.263784224,9.835682539,12.83899587,12.2413564,12.53836085,12.89727457,12.55516634,12.14486617,12.81019452,12.34096696,12.19543883,12.0851268,12.21394502,12.77968299,12.33723215,12.77528062,12.20850268
DNAJC16,10.64361912,10.62714361,10.52586985,10.68824074,10.69459506,10.73482307,10.6595716,10.82132139,10.69094376,10.61722806,10.83412254,10.57403578,10.80245204,10.4446631,10.82367562,10.69814248,10.65742207,10.76468532,10.72805068,10.62965118,10.73480639,10.6989473,10.71665859,10.73029395
MORN1,7.566031174,7.852129379,7.559037209,7.786059054,7.60573197,7.84975842,8.066155426,7.857072567,7.971714927,7.677056841,7.895711102,7.629531431,7.666597513,8.134011117,7.739896248,7.522084752,7.637390447,8.013148131,8.011848178,7.673148209,7.645928421,7.847280734,7.563890035,7.812434831
GPX7,9.2795809,9.069105035,9.308902492,9.390299647,9.336052434,9.3375911,9.046841041,9.220348599,9.333755842,9.435758988,9.396121482,9.388511041,9.376220032,9.636734194,9.298913644,9.468449014,9.334053061,9.270464886,9.212327359,9.293061077,9.498252017,9.37628036,9.33053791,9.278453415
CACYBP,12.90499279,12.60250228,12.94166794,12.94451521,12.95764379,12.68086194,10.83197996,10.83832257,10.83230339,12.94927128,12.78871197,12.95470358,12.92369028,12.71761338,12.79405037,12.91635007,12.89087865,12.68830257,12.79984836,12.99693031,12.93147362,12.9277441,12.87025903,12.58809542
SCP2,10.36135094,10.5002866,10.24143733,10.17262302,10.44643836,10.48163181,10.42707179,10.56769467,10.53052979,10.37607607,10.52203858,10.11680295,10.35019919,9.837424641,10.57205479,10.4838576,10.11226909,10.50483208,10.63028555,10.29075064,10.34586064,10.18416303,10.36940888,10.41227331
RALGPS2,7.44818128,7.983109851,7.278762837,7.039569733,7.132782277,7.592878337,10.24378034,10.0611917,10.00585258,7.395648893,7.662145159,7.303066273,6.916371711,7.191299552,7.836649259,7.443580462,7.298146049,7.530146825,7.848853339,7.319185197,7.294731661,7.285296167,7.41515215,7.942606626
CEP104,11.37757344,11.23678538,11.28928227,11.32691908,11.38826031,11.19311607,10.96112539,11.07833057,10.87505255,11.43755368,11.22586712,11.39144651,11.34819859,11.42626615,11.01349014,11.30795791,11.3485002,11.09337111,11.08842407,11.28173833,11.41315275,11.34617033,11.40930756,11.13764288
FAM20B,11.78364479,11.45349905,11.7610926,11.9051207,11.82180849,11.4531482,11.16256781,10.6547263,10.94105972,11.78371115,11.54759187,11.76046105,11.79133483,11.51242056,11.6239526,11.80277395,11.84933664,11.53355715,11.592178,11.81116759,11.74008155,11.88576447,11.77486971,11.46820918
TCEANC2,9.553723178,9.984943949,9.237238592,9.098663505,9.314944736,9.444494364,10.49867192,10.63540234,10.44407646,9.323576297,9.719866157,9.164865699,9.273266725,9.170356193,9.567362583,9.315205742,9.28811109,9.51257057,9.667004,9.013347105,9.286854319,8.978648088,9.26112695,9.434114899
TMEM59,10.66523946,10.99142269,10.5556363,10.61982302,10.65566819,10.88681984,11.52616772,11.59386446,11.61143057,10.50168489,10.8711508,10.52481591,10.55631925,10.22713208,10.9554226,10.51084614,10.41312143,10.94671636,10.98635126,10.55513865,10.49029951,10.51148644,10.4868528,10.82524053
LRRC42,9.814087097,9.627586298,9.923416075,10.06155568,9.976842708,9.879459914,8.283055641,8.079283118,8.309289505,9.743949637,9.72276316,9.92778541,9.939859347,10.14252341,9.931433261,9.90266871,9.968569934,9.880561041,9.828186801,9.996531373,9.924864875,9.994547988,9.820670217,9.673749399
WRAP73,10.51121524,10.52199486,10.48906288,10.47610059,10.47621533,10.49261163,10.45878337,10.46525723,10.47315383,10.37794969,10.39975392,10.44613243,10.59866675,10.81428678,10.43003572,10.54467072,10.49881402,10.49348074,10.3945086,10.46088261,10.53890308,10.45533498,10.50827038,10.46136481
MRPL37,12.10321579,11.72552466,12.14366215,12.10188357,12.06686813,11.87471881,9.983015166,10.0407729,9.997871005,12.08205618,11.78056598,12.04107032,12.16163,12.26439964,11.78530143,12.10296731,12.03768188,11.82662742,11.710209,11.9850806,12.11442039,12.04492024,12.07282601,11.78645431
ICMT,11.73728885,11.38333399,11.67273962,11.81946633,11.83298788,11.69784479,10.15588943,10.09836225,10.10825769,11.91112524,11.71624592,11.90701256,11.83029963,11.73551135,11.53528899,11.80887611,11.70163785,11.50094729,11.48649065,11.76908217,11.86296462,11.74898098,11.81135589,11.50496579
RPL22,13.47767236,13.37905437,13.47586298,13.59243216,13.58518399,13.57506696,13.45672208,13.42680911,13.56788895,13.57374926,13.59094856,13.45083901,13.58361354,13.5003841,13.63366328,13.58236589,13.48942686,13.54013635,13.59493846,13.5231219,13.55133717,13.52361817,13.49252094,13.48449678
